,0,1,2,3
0,42.085354200000005,-75.94934040000001,"""108 Bay St, Vestal, NY 13850, USA""
",[2769]
1,42.085354200000005,-75.94934040000001,"5,""108 Bay St, Vestal, NY 13850, USA""
",[2769]
